pais,id_cliente,data_pedido,data_chegada,tipo_compra,numero_pedido,tamanho_pacote,unidades,custo_empacotamento,custo_envio,tipo_desconto,categoria,tipo_consumo,tipo_cliente,custo_produto
Equador,567281373,2011-08-13,2011-08-31,Normal,98077879,Pacote grande,1,1.0,6.89,Sem desconto,CD,Baixo Consumo,B2C,7.89
Equador,568892827,2009-04-19,2009-05-05,Normal,98081806,Pacote grande,3,1.0,6.36,Sem desconto,CD,Baixo Consumo,B2B,7.36
Equador,579819412,2008-06-11,2008-06-20,Normal,98082994,Pacote grande,3,3.0,6.22,Sem desconto,CD,Baixo Consumo,B2C,9.219999999999999
Equador,598384221,2002-09-16,2002-10-01,Normal,98090637,Pacote grande,3,2.0,4.99,Cyber Monday,CD,Baixo Consumo,B2B,6.99
Equador,695668764,2003-10-29,2003-11-17,Devolução,98089143,Pacote grande,2,2.0,5.25,Sem desconto,CD,Baixo Consumo,B2C,7.25
Equador,700137756,2015-04-23,2015-05-08,Normal,98070933,Pacote grande,2,3.0,3.58,Liquidação,CD,Baixo Consumo,B2B,6.58
Equador,749092605,2005-07-03,2005-07-14,Normal,98086944,Pacote grande,3,3.0,3.86,Sem desconto,CD,Baixo Consumo,B2B,6.859999999999999
Equador,792787007,2014-05-20,2014-06-04,Normal,98072961,Pacote grande,3,2.0,3.0,Black Friday,CD,Baixo Consumo,B2B,5.0
Equador,794504735,2006-11-12,2006-11-23,Normal,98085100,Pacote grande,1,1.0,6.33,Cyber Monday,CD,Baixo Consumo,B2B,7.33
Equador,845554615,2014-11-12,2017-06-05,Normal,98071979,Pacote grande,3,1.0,5.2,Cyber Monday,CD,Baixo Consumo,B2C,6.2
Paraguai,111962928,2010-05-28,2010-06-20,Normal,98079958,Pacote grande,1,3.0,3.58,Cyber Monday,CD,Baixo Consumo,B2C,6.58
Paraguai,126420846,2015-01-01,2015-01-11,Normal,98071694,Pacote grande,2,2.0,4.99,Cyber Monday,CD,Baixo Consumo,B2B,6.99
Paraguai,162761785,2014-08-17,2017-05-19,Normal,98072433,Pacote grande,1,3.0,5.25,Black Friday,CD,Baixo Consumo,B2C,8.25
Paraguai,181452465,2003-01-31,2003-02-08,Normal,98090156,Pacote grande,2,1.0,3.65,Data especial,CD,Baixo Consumo,B2C,4.65
Paraguai,238517106,2013-10-26,2017-02-26,Normal,98074044,Pacote grande,2,1.0,3.0,Sem desconto,CD,Baixo Consumo,B2B,4.0
Paraguai,308322096,2012-12-18,2013-01-07,Normal,98075554,Pacote grande,2,2.0,6.58,Sem desconto,CD,Baixo Consumo,B2C,8.58
Paraguai,323336792,2008-04-14,2008-05-04,Normal,98083198,Pacote grande,1,1.0,3.65,Sem desconto,CD,Baixo Consumo,B2C,4.65
Paraguai,356602040,2005-04-04,2005-04-23,Normal,98087260,Pacote grande,2,1.0,5.99,Cyber Monday,CD,Baixo Consumo,B2C,6.99
Paraguai,356712807,2011-09-01,2016-08-06,Normal,98077785,Pacote grande,1,1.0,4.2,Sem desconto,CD,Baixo Consumo,B2C,5.2
Paraguai,360318072,2002-03-02,2002-03-20,Normal,98091366,Pacote grande,2,1.0,4.65,Cyber Monday,CD,Baixo Consumo,B2C,5.65
Paraguai,369207282,2000-06-10,2000-06-22,Devolução,98093630,Pacote grande,3,3.0,4.99,Data especial,CD,Baixo Consumo,B2C,7.99
Paraguai,391506118,2011-11-27,2011-12-09,Normal,98077383,Pacote grande,1,3.0,3.36,Data especial,CD,Baixo Consumo,B2C,6.359999999999999
Paraguai,405991354,2010-01-08,2016-02-22,Devolução,98080663,Pacote grande,2,2.0,4.68,Sem desconto,CD,Baixo Consumo,B2C,6.68
Paraguai,514136954,2006-07-10,2006-07-21,Normal,98085603,Pacote grande,2,2.0,3.68,Sem desconto,CD,Baixo Consumo,B2B,5.68
Paraguai,568383385,2006-07-01,2006-07-14,Devolução,98085629,Pacote grande,2,1.0,6.99,Sem desconto,CD,Baixo Consumo,B2C,7.99
Paraguai,582922821,2003-07-19,2003-08-01,Normal,98089524,Pacote grande,2,2.0,3.14,Sem desconto,CD,Baixo Consumo,B2C,5.140000000000001
Paraguai,582922821,2009-06-05,2009-06-24,Normal,98081640,Pacote grande,3,2.0,7.0,Sem desconto,CD,Baixo Consumo,B2C,9.0
Paraguai,596465578,2015-04-06,2018-01-23,Normal,98071063,Pacote grande,3,2.0,6.61,Sem desconto,CD,Baixo Consumo,B2C,8.61
Paraguai,598384221,2015-08-31,2017-08-30,Normal,98070087,Pacote grande,1,2.0,7.0,Sem desconto,CD,Baixo Consumo,B2B,9.0
Paraguai,605633342,2013-11-28,2013-12-13,Normal,98073877,Pacote grande,2,2.0,6.55,Cyber Monday,CD,Baixo Consumo,B2B,8.55
Paraguai,648402267,2003-10-30,2003-11-11,Normal,98089146,Pacote grande,3,3.0,6.14,Sem desconto,CD,Baixo Consumo,B2C,9.14
Paraguai,667298873,2004-02-23,2004-03-04,Normal,98088713,Pacote grande,2,1.0,3.65,Cyber Monday,CD,Baixo Consumo,B2C,4.65
Paraguai,700137756,2005-03-16,2005-04-05,Normal,98087321,Pacote grande,3,2.0,3.58,Black Friday,CD,Baixo Consumo,B2B,5.58
Paraguai,705211779,2002-09-28,2002-10-15,Normal,98090578,Pacote grande,3,1.0,6.12,Sem desconto,CD,Baixo Consumo,B2C,7.12
Paraguai,705211779,2006-02-17,2006-03-10,Normal,98086103,Pacote grande,3,3.0,3.33,Sem desconto,CD,Baixo Consumo,B2C,6.33
Paraguai,720465100,2006-07-24,2006-08-05,Normal,98085551,Pacote grande,2,2.0,4.12,Sem desconto,CD,Baixo Consumo,B2C,6.12
Paraguai,720465100,2015-04-07,2015-04-26,Normal,98071053,Pacote grande,2,1.0,5.58,Cyber Monday,CD,Baixo Consumo,B2C,6.58
Paraguai,733190648,2004-07-01,2004-07-16,Normal,98088237,Pacote grande,1,1.0,6.33,Liquidação,CD,Baixo Consumo,B2B,7.33
Paraguai,758679810,2003-04-19,2003-05-06,Normal,98089861,Pacote grande,2,3.0,6.58,Sem desconto,CD,Baixo Consumo,B2C,9.58
Paraguai,758679810,2015-01-11,2015-01-31,Devolução,98071629,Pacote grande,2,3.0,3.45,Cyber Monday,CD,Baixo Consumo,B2C,6.45
Paraguai,777931056,2012-10-18,2012-11-04,Normal,98075847,Pacote grande,2,3.0,4.58,Liquidação,CD,Baixo Consumo,B2C,7.58
Paraguai,777931056,2014-06-05,2014-06-25,Normal,98072872,Pacote grande,3,3.0,5.99,Sem desconto,CD,Baixo Consumo,B2C,8.99
Paraguai,782762817,2006-08-17,2006-08-31,Normal,98085443,Pacote grande,3,3.0,3.73,Sem desconto,CD,Baixo Consumo,B2B,6.73
Paraguai,821972070,2000-05-14,2000-06-02,Normal,98093742,Pacote grande,1,3.0,6.99,Cyber Monday,CD,Baixo Consumo,B2C,9.99
Peru,111962928,2015-12-15,2016-01-03,Normal,98069376,Pacote grande,1,1.0,5.99,Sem desconto,CD,Baixo Consumo,B2C,6.99
Peru,150909215,2006-08-05,2006-08-20,Devolução,98085494,Pacote grande,2,1.0,6.84,Sem desconto,CD,Baixo Consumo,B2B,7.84
Peru,181452465,2001-04-05,2001-04-22,Normal,98092555,Pacote grande,2,2.0,4.61,Sem desconto,CD,Baixo Consumo,B2C,6.61
Peru,193322802,2008-06-18,2008-06-29,Normal,98082973,Pacote grande,2,3.0,6.99,Data especial,CD,Baixo Consumo,B2C,9.99
Peru,200704420,2001-02-23,2001-03-04,Normal,98092711,Pacote grande,2,2.0,5.2,Liquidação,CD,Baixo Consumo,B2B,7.2
Peru,224042479,2005-06-22,2005-07-09,Normal,98086980,Pacote grande,3,3.0,6.12,Sem desconto,CD,Baixo Consumo,B2B,9.120000000000001
Peru,224042479,2008-01-15,2008-01-26,Normal,98083540,Pacote grande,2,2.0,6.86,Black Friday,CD,Baixo Consumo,B2B,8.86
Peru,271304490,2010-09-02,2010-09-17,Normal,98079517,Pacote grande,3,1.0,6.58,Cyber Monday,CD,Baixo Consumo,B2C,7.58
Peru,272581503,2005-01-02,2005-01-23,Normal,98087583,Pacote grande,2,2.0,4.55,Sem desconto,CD,Baixo Consumo,B2B,6.55
Peru,293195079,2002-02-07,2002-02-26,Normal,98091468,Pacote grande,1,1.0,5.1,Sem desconto,CD,Baixo Consumo,B2B,6.1
Peru,293195079,2013-11-25,2013-12-16,Devolução,98073889,Pacote grande,2,2.0,6.99,Sem desconto,CD,Baixo Consumo,B2B,8.99
Peru,321553436,2001-12-15,2002-01-03,Normal,98091680,Pacote grande,2,3.0,6.61,Sem desconto,CD,Baixo Consumo,B2B,9.61
Peru,333427984,2012-01-27,2012-02-14,Normal,98077101,Pacote grande,1,2.0,6.65,Sem desconto,CD,Baixo Consumo,B2C,8.65
Peru,367478878,2001-11-18,2001-12-09,Normal,98091787,Pacote grande,1,2.0,6.88,Black Friday,CD,Baixo Consumo,B2C,8.879999999999999
Peru,378428659,2014-12-24,2015-01-04,Normal,98071741,Pacote grande,1,2.0,5.86,Cyber Monday,CD,Baixo Consumo,B2C,7.86
Peru,391506118,2013-03-10,2016-12-19,Normal,98075144,Pacote grande,1,2.0,6.9,Sem desconto,CD,Baixo Consumo,B2C,8.9
Peru,414997525,2013-03-25,2013-04-08,Normal,98075068,Pacote grande,2,3.0,6.1,Liquidação,CD,Baixo Consumo,B2B,9.1
Peru,458554212,2015-08-22,2017-08-27,Normal,98070141,Pacote grande,1,3.0,3.86,Cyber Monday,CD,Baixo Consumo,B2C,6.859999999999999
Peru,465556184,2004-07-15,2004-08-03,Normal,98088185,Pacote grande,2,2.0,6.73,Black Friday,CD,Baixo Consumo,B2C,8.73
Peru,477490358,2013-05-31,2017-01-08,Normal,98074738,Pacote grande,2,1.0,5.73,Black Friday,CD,Baixo Consumo,B2B,6.73
Peru,554389349,2004-04-22,2004-05-08,Normal,98088477,Pacote grande,3,3.0,6.99,Sem desconto,CD,Baixo Consumo,B2B,9.99
Peru,567281373,2003-01-16,2003-02-03,Normal,98090196,Pacote grande,1,2.0,5.1,Sem desconto,CD,Baixo Consumo,B2C,7.1
Peru,597467509,2002-02-22,2002-03-13,Normal,98091408,Pacote grande,2,2.0,3.0,Liquidação,CD,Baixo Consumo,B2C,5.0
Peru,614794767,2012-10-28,2012-11-11,Normal,98075784,Pacote grande,1,1.0,3.25,Sem desconto,CD,Baixo Consumo,B2C,4.25
Peru,659361408,2004-07-20,2004-08-01,Normal,98088174,Pacote grande,1,1.0,5.0,Cyber Monday,CD,Baixo Consumo,B2B,6.0
Peru,664948076,2009-08-22,2016-01-18,Normal,98081322,Pacote grande,1,2.0,6.84,Sem desconto,CD,Baixo Consumo,B2C,8.84
Peru,674406500,2012-12-25,2016-12-05,Normal,98075521,Pacote grande,1,1.0,6.89,Sem desconto,CD,Baixo Consumo,B2C,7.89
Peru,695668764,2006-09-07,2006-09-22,Normal,98085361,Pacote grande,2,1.0,3.45,Cyber Monday,CD,Baixo Consumo,B2C,4.45
Peru,700754953,2012-11-04,2012-11-25,Normal,98075758,Pacote grande,2,3.0,3.55,Sem desconto,CD,Baixo Consumo,B2C,6.55
Peru,707476699,2014-06-28,2018-05-28,Normal,98072744,Pacote grande,3,1.0,5.55,Cyber Monday,CD,Baixo Consumo,B2C,6.55
Peru,720326971,2003-04-30,2003-05-21,Normal,98089832,Pacote grande,3,1.0,6.12,Sem desconto,CD,Baixo Consumo,B2C,7.12
Peru,726340910,2011-01-13,2011-02-04,Normal,98078896,Pacote grande,2,1.0,3.9,Sem desconto,CD,Baixo Consumo,B2B,4.9
Peru,761322747,2002-06-02,2002-06-11,Normal,98091004,Pacote grande,3,2.0,4.99,Sem desconto,CD,Baixo Consumo,B2C,6.99
Peru,767598372,2013-05-04,2013-05-23,Normal,98074872,Pacote grande,2,3.0,4.1,Sem desconto,CD,Baixo Consumo,B2B,7.1
Peru,845554615,2012-03-05,2012-03-26,Normal,98076932,Pacote grande,3,1.0,5.9,Sem desconto,CD,Baixo Consumo,B2C,6.9
Uruguai,224042479,2009-10-23,2016-02-08,Normal,98081026,Pacote grande,1,1.0,5.61,Sem desconto,CD,Baixo Consumo,B2B,6.61
Uruguai,288269706,2005-03-31,2005-04-22,Normal,98087266,Pacote grande,3,1.0,3.2,Sem desconto,CD,Baixo Consumo,B2B,4.2
Uruguai,296364886,2008-03-12,2008-03-26,Normal,98083341,Pacote grande,2,2.0,5.14,Cyber Monday,CD,Baixo Consumo,B2C,7.14
Uruguai,305002580,2009-08-30,2009-09-12,Normal,98081282,Pacote grande,2,3.0,3.99,Cyber Monday,CD,Baixo Consumo,B2C,6.99
Uruguai,306217163,2013-06-25,2017-01-23,Normal,98074618,Pacote grande,1,1.0,6.2,Cyber Monday,CD,Baixo Consumo,B2B,7.2
Uruguai,316425048,2009-12-09,2009-12-26,Normal,98080822,Pacote grande,2,3.0,6.9,Sem desconto,CD,Baixo Consumo,B2C,9.9
Uruguai,318601696,2000-02-14,2000-03-03,Normal,98094049,Pacote grande,2,3.0,6.65,Data especial,CD,Baixo Consumo,B2B,9.65
Uruguai,318601696,2008-11-13,2008-11-29,Normal,98082421,Pacote grande,2,3.0,4.12,Sem desconto,CD,Baixo Consumo,B2B,7.12
Uruguai,324989280,2013-12-25,2014-01-07,Normal,98073759,Pacote grande,3,3.0,5.99,Sem desconto,CD,Baixo Consumo,B2B,8.99
Uruguai,324989280,2015-01-30,2015-02-09,Normal,98071487,Pacote grande,3,1.0,6.89,Sem desconto,CD,Baixo Consumo,B2B,7.89
Uruguai,331154749,2012-12-21,2013-01-12,Devolução,98075534,Pacote grande,2,2.0,5.61,Cyber Monday,CD,Baixo Consumo,B2B,7.61
Uruguai,347508755,2009-07-04,2015-12-26,Normal,98081539,Pacote grande,3,3.0,5.88,Data especial,CD,Baixo Consumo,B2B,8.879999999999999
Uruguai,551050943,2006-01-14,2006-01-30,Devolução,98086217,Pacote grande,3,3.0,4.0,Sem desconto,CD,Baixo Consumo,B2B,7.0
Uruguai,568383385,2015-02-15,2015-03-02,Normal,98071383,Pacote grande,2,2.0,3.14,Sem desconto,CD,Baixo Consumo,B2C,5.140000000000001
Uruguai,568892827,2012-01-24,2016-09-11,Devolução,98077119,Pacote grande,1,3.0,3.68,Sem desconto,CD,Baixo Consumo,B2B,6.68
Uruguai,575421081,2002-10-23,2002-11-06,Normal,98090490,Pacote grande,1,2.0,5.45,Liquidação,CD,Baixo Consumo,B2C,7.45
Uruguai,596188269,2008-10-19,2008-11-02,Devolução,98082520,Pacote grande,3,3.0,3.89,Cyber Monday,CD,Baixo Consumo,B2B,6.890000000000001
Uruguai,598384221,2015-02-12,2015-02-28,Normal,98071412,Pacote grande,3,3.0,5.1,Sem desconto,CD,Baixo Consumo,B2B,8.1
Uruguai,614786757,2002-04-14,2002-04-24,Normal,98091185,Pacote grande,2,2.0,5.45,Liquidação,CD,Baixo Consumo,B2C,7.45
Uruguai,615575696,2001-04-22,2001-05-12,Devolução,98092502,Pacote grande,2,1.0,4.2,Data especial,CD,Baixo Consumo,B2B,5.2
Uruguai,667298873,2006-09-01,2006-09-10,Normal,98085385,Pacote grande,2,2.0,6.58,Sem desconto,CD,Baixo Consumo,B2C,8.58
Uruguai,685203305,2001-05-29,2001-06-18,Normal,98092378,Pacote grande,1,3.0,3.22,Sem desconto,CD,Baixo Consumo,B2B,6.220000000000001
Uruguai,688783313,2010-09-27,2010-10-17,Normal,98079389,Pacote grande,2,1.0,4.12,Sem desconto,CD,Baixo Consumo,B2B,5.12
Uruguai,701100038,2015-07-20,2015-08-01,Normal,98070354,Pacote grande,3,1.0,3.55,Sem desconto,CD,Baixo Consumo,B2B,4.55
Uruguai,707476699,2015-10-26,2015-11-14,Devolução,98069702,Pacote grande,1,1.0,5.84,Sem desconto,CD,Baixo Consumo,B2C,6.84
Uruguai,720465100,2014-03-31,2014-04-18,Normal,98073234,Pacote grande,3,1.0,6.14,Black Friday,CD,Baixo Consumo,B2C,7.14
Uruguai,726340910,2008-08-15,2008-08-29,Normal,98082763,Pacote grande,3,1.0,4.33,Sem desconto,CD,Baixo Consumo,B2B,5.33
Uruguai,728304917,2010-08-31,2010-09-19,Normal,98079524,Pacote grande,1,2.0,3.99,Sem desconto,CD,Baixo Consumo,B2C,5.99
Uruguai,756679382,2003-01-01,2003-01-18,Normal,98090260,Pacote grande,1,2.0,4.33,Sem desconto,CD,Baixo Consumo,B2C,6.33
Uruguai,790342421,2001-04-23,2001-05-05,Normal,98092496,Pacote grande,2,1.0,3.58,Sem desconto,CD,Baixo Consumo,B2C,4.58
Uruguai,892274535,2015-08-25,2015-09-05,Devolução,98070125,Pacote grande,3,1.0,6.99,Sem desconto,CD,Baixo Consumo,B2B,7.99
Venezuela,234434439,2003-08-24,2003-09-12,Normal,98089408,Pacote grande,2,1.0,4.2,Cyber Monday,CD,Baixo Consumo,B2C,5.2
Venezuela,254237998,2012-12-29,2013-01-16,Normal,98075492,Pacote grande,3,3.0,5.45,Sem desconto,CD,Baixo Consumo,B2C,8.45
Venezuela,288269706,2003-09-21,2003-10-06,Normal,98089307,Pacote grande,1,1.0,4.68,Sem desconto,CD,Baixo Consumo,B2B,5.68
Venezuela,293195079,2010-04-18,2010-05-05,Normal,98080144,Pacote grande,1,2.0,4.99,Cyber Monday,CD,Baixo Consumo,B2B,6.99
Venezuela,306217163,2011-08-30,2011-09-20,Normal,98077792,Pacote grande,3,2.0,6.14,Sem desconto,CD,Baixo Consumo,B2B,8.14
Venezuela,318601696,2013-06-02,2013-06-12,Normal,98074734,Pacote grande,1,3.0,7.0,Cyber Monday,CD,Baixo Consumo,B2B,10.0
Venezuela,321553436,2009-08-19,2009-08-28,Normal,98081328,Pacote grande,1,3.0,5.58,Cyber Monday,CD,Baixo Consumo,B2B,8.58
Venezuela,331154749,2003-10-09,2003-10-25,Devolução,98089230,Pacote grande,2,3.0,4.0,Sem desconto,CD,Baixo Consumo,B2B,7.0
Venezuela,367570195,2013-03-16,2013-04-01,Normal,98075113,Pacote grande,1,2.0,3.45,Cyber Monday,CD,Baixo Consumo,B2B,5.45
Venezuela,379587534,2014-10-25,2014-11-14,Normal,98072073,Pacote grande,2,1.0,4.68,Black Friday,CD,Baixo Consumo,B2C,5.68
Venezuela,405991354,2003-02-01,2003-02-11,Normal,98090152,Pacote grande,1,3.0,5.2,Sem desconto,CD,Baixo Consumo,B2C,8.2
Venezuela,465708582,2000-03-22,2000-04-01,Normal,98093914,Pacote grande,3,2.0,6.99,Sem desconto,CD,Baixo Consumo,B2C,8.99
Venezuela,487583305,2007-05-15,2007-05-28,Normal,98084429,Pacote grande,1,3.0,5.0,Sem desconto,CD,Baixo Consumo,B2C,8.0
Venezuela,514668821,2009-01-03,2009-01-16,Normal,98082225,Pacote grande,1,3.0,4.89,Sem desconto,CD,Baixo Consumo,B2C,7.89
Venezuela,565333786,2015-04-13,2015-05-06,Normal,98070997,Pacote grande,3,3.0,3.0,Black Friday,CD,Baixo Consumo,B2C,6.0
Venezuela,568383385,2001-05-01,2001-05-09,Devolução,98092466,Pacote grande,1,3.0,6.14,Sem desconto,CD,Baixo Consumo,B2C,9.14
Venezuela,575421081,2007-01-12,2007-02-03,Normal,98084874,Pacote grande,2,3.0,3.88,Sem desconto,CD,Baixo Consumo,B2C,6.88
Venezuela,628707757,2009-05-18,2009-05-29,Normal,98081695,Pacote grande,2,2.0,7.0,Sem desconto,CD,Baixo Consumo,B2C,9.0
Venezuela,645012493,2015-10-08,2015-10-19,Normal,98069810,Pacote grande,3,1.0,6.58,Sem desconto,CD,Baixo Consumo,B2C,7.58
Venezuela,664948076,2006-01-05,2006-01-27,Normal,98086255,Pacote grande,1,2.0,4.0,Sem desconto,CD,Baixo Consumo,B2C,6.0
Venezuela,674803177,2008-05-14,2008-05-30,Normal,98083098,Pacote grande,1,3.0,6.22,Cyber Monday,CD,Baixo Consumo,B2C,9.219999999999999
Venezuela,701100038,2012-03-05,2012-03-23,Normal,98076931,Pacote grande,1,1.0,6.0,Cyber Monday,CD,Baixo Consumo,B2B,7.0
Venezuela,751863869,2014-11-26,2014-12-12,Devolução,98071894,Pacote grande,2,2.0,6.84,Black Friday,CD,Baixo Consumo,B2C,8.84
Venezuela,761266512,2003-09-17,2003-09-27,Normal,98089318,Pacote grande,3,2.0,6.86,Cyber Monday,CD,Baixo Consumo,B2C,8.86
Venezuela,767598372,2008-02-21,2008-03-05,Normal,98083415,Pacote grande,1,2.0,5.58,Sem desconto,CD,Baixo Consumo,B2B,7.58
Venezuela,777301763,2013-11-23,2013-12-13,Normal,98073901,Pacote grande,1,2.0,6.45,Sem desconto,CD,Baixo Consumo,B2B,8.45
Venezuela,890670789,2011-02-03,2011-02-24,Devolução,98078793,Pacote grande,3,1.0,4.22,Cyber Monday,CD,Baixo Consumo,B2C,5.22
Argentina,111962928,2008-02-17,2008-03-05,Normal,98083417,Pacote grande,1,1.0,6.75,Sem desconto,CD,Alto Consumo,B2C,7.75
Argentina,126466824,2005-12-13,2005-12-31,Normal,98086342,Pacote grande,2,1.0,4.14,Sem desconto,CD,Alto Consumo,B2C,5.14
Argentina,189635244,2005-10-28,2005-11-15,Normal,98086513,Pacote grande,3,3.0,4.73,Sem desconto,CD,Alto Consumo,B2C,7.73
Argentina,224042479,2000-06-13,2000-07-04,Devolução,98093625,Pacote grande,1,2.0,5.58,Sem desconto,CD,Alto Consumo,B2B,7.58
Argentina,272385252,2015-01-12,2017-09-30,Normal,98071626,Pacote grande,1,1.0,6.58,Cyber Monday,CD,Alto Consumo,B2C,7.58
Argentina,277084893,2005-03-06,2005-03-26,Normal,98087356,Pacote grande,1,3.0,5.22,Cyber Monday,CD,Alto Consumo,B2B,8.219999999999999
Argentina,293195079,2014-08-17,2018-06-15,Normal,98072434,Pacote grande,2,3.0,5.0,Liquidação,CD,Alto Consumo,B2B,8.0
Argentina,316694393,2010-01-23,2016-02-23,Normal,98080586,Pacote grande,1,3.0,5.14,Sem desconto,CD,Alto Consumo,B2C,8.14
Argentina,337782119,2000-01-20,2000-02-07,Normal,98094131,Pacote grande,1,3.0,3.12,Sem desconto,CD,Alto Consumo,B2C,6.12
Argentina,353597252,2001-02-14,2001-03-08,Normal,98092744,Pacote grande,1,1.0,3.99,Cyber Monday,CD,Alto Consumo,B2C,4.99
Argentina,361586823,2013-04-13,2016-12-27,Normal,98074983,Pacote grande,2,3.0,5.86,Cyber Monday,CD,Alto Consumo,B2C,8.86
Argentina,369531322,2015-12-03,2018-01-02,Normal,98069446,Pacote grande,3,2.0,6.1,Sem desconto,CD,Alto Consumo,B2B,8.1
Argentina,376809712,2010-01-23,2010-02-07,Normal,98080581,Pacote grande,1,2.0,5.14,Cyber Monday,CD,Alto Consumo,B2B,7.14
Argentina,376809712,2014-10-25,2014-11-16,Normal,98072066,Pacote grande,3,3.0,6.61,Sem desconto,CD,Alto Consumo,B2B,9.61
Argentina,411774575,2012-12-01,2012-12-13,Normal,98075634,Pacote grande,1,1.0,7.0,Data especial,CD,Alto Consumo,B2B,8.0
Argentina,476846252,2015-08-06,2018-03-06,Normal,98070241,Pacote grande,3,2.0,4.65,Sem desconto,CD,Alto Consumo,B2C,6.65
Argentina,481472777,2011-09-13,2011-10-02,Normal,98077727,Pacote grande,1,3.0,5.9,Sem desconto,CD,Alto Consumo,B2C,8.9
Argentina,512817841,2001-09-27,2001-10-13,Normal,98091947,Pacote grande,1,3.0,7.0,Cyber Monday,CD,Alto Consumo,B2C,10.0
Argentina,550048793,2004-01-18,2004-01-29,Devolução,98088863,Pacote grande,3,1.0,7.0,Black Friday,CD,Alto Consumo,B2C,8.0
Argentina,579819412,2000-10-16,2000-11-01,Normal,98093158,Pacote grande,2,3.0,6.45,Sem desconto,CD,Alto Consumo,B2C,9.45
Argentina,612686122,2003-04-04,2003-04-24,Normal,98089926,Pacote grande,2,1.0,4.0,Sem desconto,CD,Alto Consumo,B2B,5.0
Argentina,614794767,2012-01-18,2012-02-02,Devolução,98077152,Pacote grande,2,2.0,6.0,Sem desconto,CD,Alto Consumo,B2C,8.0
Argentina,659361408,2014-12-14,2015-01-02,Normal,98071796,Pacote grande,3,1.0,4.0,Sem desconto,CD,Alto Consumo,B2B,5.0
Argentina,664948076,2001-04-02,2001-04-22,Normal,98092571,Pacote grande,3,2.0,4.65,Cyber Monday,CD,Alto Consumo,B2C,6.65
Argentina,702980227,2013-10-28,2013-11-12,Normal,98074026,Pacote grande,3,3.0,7.0,Cyber Monday,CD,Alto Consumo,B2C,10.0
Argentina,741101105,2002-12-29,2003-01-11,Normal,98090272,Pacote grande,1,2.0,6.84,Data especial,CD,Alto Consumo,B2B,8.84
Argentina,749092605,2013-12-11,2013-12-25,Normal,98073813,Pacote grande,1,1.0,6.84,Black Friday,CD,Alto Consumo,B2B,7.84
Argentina,756679382,2000-01-19,2000-02-05,Normal,98094129,Pacote grande,1,3.0,5.86,Sem desconto,CD,Alto Consumo,B2C,8.86
Argentina,756679382,2013-05-08,2013-05-26,Normal,98074848,Pacote grande,3,1.0,3.1,Sem desconto,CD,Alto Consumo,B2C,4.1
Argentina,794504735,2013-09-06,2013-09-21,Normal,98074270,Pacote grande,1,3.0,4.73,Cyber Monday,CD,Alto Consumo,B2B,7.73
Brasil,131591686,2005-05-06,2005-05-16,Normal,98087137,Pacote grande,3,3.0,4.58,Sem desconto,CD,Alto Consumo,B2C,7.58
Brasil,139149235,2011-10-29,2011-11-15,Normal,98077511,Pacote grande,3,1.0,3.22,Sem desconto,CD,Alto Consumo,B2C,4.220000000000001
Brasil,150909215,2013-03-26,2016-12-31,Devolução,98075063,Pacote grande,3,2.0,6.1,Sem desconto,CD,Alto Consumo,B2B,8.1
Brasil,172950136,2007-02-23,2007-03-11,Normal,98084692,Pacote grande,3,3.0,7.0,Data especial,CD,Alto Consumo,B2C,10.0
Brasil,306217163,2009-03-29,2009-04-19,Devolução,98081888,Pacote grande,1,1.0,4.0,Sem desconto,CD,Alto Consumo,B2B,5.0
Brasil,316694393,2005-03-26,2005-04-15,Devolução,98087291,Pacote grande,3,2.0,4.65,Cyber Monday,CD,Alto Consumo,B2C,6.65
Brasil,366718157,2011-02-27,2011-03-12,Normal,98078671,Pacote grande,3,2.0,5.73,Sem desconto,CD,Alto Consumo,B2C,7.73
Brasil,413610234,2009-01-18,2009-01-30,Normal,98082159,Pacote grande,3,3.0,4.89,Cyber Monday,CD,Alto Consumo,B2C,7.89
Brasil,476846252,2012-06-19,2012-07-01,Normal,98076434,Pacote grande,1,1.0,5.99,Sem desconto,CD,Alto Consumo,B2C,6.99
Brasil,508031399,2014-11-05,2014-11-21,Normal,98072011,Pacote grande,1,3.0,5.61,Cyber Monday,CD,Alto Consumo,B2C,8.61
Brasil,523605849,2011-10-27,2011-11-13,Normal,98077520,Pacote grande,2,2.0,6.89,Sem desconto,CD,Alto Consumo,B2C,8.89
Brasil,554389349,2012-03-20,2012-04-07,Devolução,98076859,Pacote grande,1,2.0,3.0,Data especial,CD,Alto Consumo,B2B,5.0
Brasil,558515024,2013-07-09,2013-07-20,Normal,98074565,Pacote grande,3,2.0,5.88,Sem desconto,CD,Alto Consumo,B2C,7.88
Brasil,579819412,2013-06-09,2017-01-16,Normal,98074691,Pacote grande,1,2.0,6.2,Sem desconto,CD,Alto Consumo,B2C,8.2
Brasil,605633342,2001-10-31,2001-11-16,Normal,98091847,Pacote grande,2,2.0,4.58,Sem desconto,CD,Alto Consumo,B2B,6.58
Brasil,677383648,2000-03-30,2000-04-12,Normal,98093893,Pacote grande,1,1.0,3.36,Cyber Monday,CD,Alto Consumo,B2C,4.359999999999999
Brasil,695360223,2013-09-07,2013-09-28,Normal,98074263,Pacote grande,1,1.0,5.55,Sem desconto,CD,Alto Consumo,B2C,6.55
